1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,-1,1,1
109,93,86,88,95,102,101,93,100,100,93,96,89,88,100,103,85,89,95,90,99,101,94,95,101,97,94,95,98,99,94,96,92,8,105,84,59,91,67,95,82,97,93,64,90,96,68,99,92,97,110,93,81,88,98
